Sample,Feature,Celltype,Prediction
NB853,Manual,1,0.9293289248283912
NB853,Manual,1,0.9649980254423606
NB853,Manual,1,0.9114985272107524
NB853,Manual,1,0.9905286796760204
NB853,Manual,1,0.9920425584607843
NB853,Manual,1,0.9166493287832937
NB853,Manual,1,0.9751258197527563
NB853,Manual,1,0.804507255525037
NB853,Manual,1,0.856269838825552
NB853,Manual,1,0.9731217613050684
NB853,Manual,1,0.9900428567614965
NB853,Manual,1,0.953913612337224
NB853,Manual,1,0.9622043522654686
NB853,Manual,1,0.9236498120826883
NB853,Manual,1,0.9536738495310996
NB853,Manual,1,0.984544101674467
NB853,Manual,1,0.9524167304565387
NB853,Manual,1,0.8832033962634799
NB853,Manual,1,0.743056187179951
NB853,Manual,1,0.9826252356228402
NB853,Manual,1,0.9650076442386389
NB853,Manual,1,0.940784810929701
NB853,Manual,1,0.9680140896351002
NB853,Manual,1,0.9855862042319959
NB853,Manual,1,0.9942670556295853
NB853,Manual,1,0.9835881674222497
NB853,Manual,1,0.9705552567506406
NB853,Manual,1,0.9157178064629521
NB853,Manual,1,0.9822774999741912
NB853,Manual,1,0.9731899144332695
NB853,Manual,1,0.9802888179608873
NB853,Manual,1,0.9472318865870678
NB853,Manual,1,0.8793809409989802
NB853,Manual,1,0.9822351542985754
NB853,Manual,1,0.9736415945212584
NB853,Manual,1,0.958724880656473
NB853,Manual,1,0.9478847653208067
NB853,Manual,1,0.9790538384467301
NB853,Manual,1,0.9890783171726963
NB853,Manual,1,0.9787696844324966
NB853,Manual,1,0.9984682862077711
NB853,Manual,1,0.961209188505968
NB853,Manual,1,0.969935457544202
NB853,Manual,1,0.9739962901912345
NB853,Manual,1,0.981084438330111
NB853,Manual,1,0.9858079287818697
NB853,Manual,1,0.774202256255861
NB853,Manual,1,0.9778469567127335
NB853,Manual,1,0.9442012008559136
NB853,Manual,1,0.9733524398280845
NB853,Manual,1,0.9583347161408777
NB853,Manual,1,0.9658013935485784
NB853,Manual,1,0.9631877020579135
NB853,Manual,1,0.9591217068884276
NB853,Manual,1,0.936378424140679
NB853,Manual,1,0.8792192055032934
NB853,Manual,1,0.9550901092563967
NB853,Manual,1,0.9781037875184808
NB853,Manual,1,0.9970167070155501
NB853,Manual,1,0.9642256434726811
NB853,Manual,1,0.9764619498975238
NB853,Manual,1,0.98857483904112875
NB853,Manual,1,0.8827533282845864
NB853,Manual,1,0.9807879500549689
NB853,Manual,1,0.9449737741480541
NB853,Manual,1,0.9615090499702914
NB853,Manual,1,0.9666097680444514
NB853,Manual,1,0.9609193560511012
NB853,Manual,1,0.8740366002954167
NB853,Manual,1,0.9797940573873799
NB853,Manual,1,0.9682024282282684
NB853,Manual,1,0.8389302772563023
NB853,Manual,1,0.9453119273352496
NB853,Manual,1,0.9694802494761553
NB853,Manual,1,0.9437761564787949
NB853,Manual,1,0.987998626122031
NB853,Manual,1,0.9945363681097664
NB853,Manual,1,0.985347157024004
NB853,Manual,1,0.8128005888869982
NB853,Manual,1,0.9838466612549248
NB853,Manual,1,0.9697933345571149
NB853,Manual,1,0.9272043979978797
NB853,Manual,1,0.9908717160385864
NB853,Manual,1,0.8755276816896078
NB853,Manual,1,0.99531821999258
NB853,Manual,1,0.969900642297727
NB853,Manual,1,0.967801394637744
NB853,Manual,1,0.892887647332967
NB853,Manual,1,0.9366337685720999
NB853,Manual,1,0.7992557667502241
NB853,Manual,1,0.9545896221585086
NB853,Manual,1,0.9839313543985948
NB853,Manual,1,0.9458824010962409
NB853,Manual,1,0.9546042799757357
NB853,Manual,1,0.9531214934313463
NB853,Manual,1,0.9646160329339115
NB853,Manual,1,0.968661413271998
NB853,Manual,1,0.9896480769685481
NB853,Manual,1,0.9450099853199416
NB853,Manual,1,0.9568104750588722
NB853,Manual,1,0.9744562920192926
NB853,Manual,1,0.9927114994134149
NB853,Manual,1,0.9611794779472055
NB853,Manual,1,0.9560541815959674
NB853,Manual,1,0.9521511950584499
NB853,Manual,1,0.964156205632443
NB853,Manual,1,0.8295626025285521
NB853,Manual,1,0.9961211156216826
NB853,Manual,1,0.9148832035401527
NB853,Manual,1,0.7576988354905327
NB853,Manual,1,0.9767955039291853
NB853,Manual,1,0.975741754733542
NB853,Manual,1,0.9574118312589872
NB853,Manual,1,0.9485902840341692
NB853,Manual,1,0.9920720588842017
NB853,Manual,1,0.9149069550129689
NB853,Manual,1,0.9865545270427101
NB853,Manual,1,0.9831424226213228
NB853,Manual,1,0.9294689237793733
NB853,Manual,1,0.684172287374223
NB853,Manual,1,0.9690964477982582
NB853,Manual,1,0.8622068068807388
NB853,Manual,1,0.9841270269329242
NB853,Manual,1,0.9831162764152332
NB853,Manual,1,0.7970856448421572
NB853,Manual,1,0.9688790478142543
NB853,Manual,1,0.9686620858662144
