Sample,Feature,Celltype,Prediction
PD46693,Manual,1,0.9891016117310957
PD46693,Manual,1,0.9968376547518047
PD46693,Manual,1,0.9922766910985025
PD46693,Manual,1,0.9862512447703591
PD46693,Manual,1,0.992388403297328
PD46693,Manual,1,0.9966676711584819
PD46693,Manual,1,0.988677163816592
PD46693,Manual,1,0.9940306697856783
PD46693,Manual,1,0.9992818415478664
PD46693,Manual,1,0.9892505425364879
PD46693,Manual,1,0.9982122002437573
PD46693,Manual,1,0.9889427474797776
PD46693,Manual,1,0.9924304021896111
PD46693,Manual,1,0.9950752845243777
PD46693,Manual,1,0.9884607247687854
PD46693,Manual,1,0.8834802841763227
PD46693,Manual,1,0.9984591767527852
PD46693,Manual,1,0.9964169913842581
PD46693,Manual,1,0.9971267043339612
PD46693,Manual,1,0.9736225633928742
PD46693,Manual,1,0.9888920833762623
PD46693,Manual,1,0.9213888153814027
PD46693,Manual,1,0.9701662163371132
PD46693,Manual,1,0.9574495889136864
PD46693,Manual,1,0.993514568185825
PD46693,Manual,1,0.9668559974016012
PD46693,Manual,1,0.9957186035009359
PD46693,Manual,1,0.9022270246659062
PD46693,Manual,1,0.9735238021856718
PD46693,Manual,1,0.9612396152307948
PD46693,Manual,1,0.9930126085185472
PD46693,Manual,1,0.9980785599536601
PD46693,Manual,1,0.9888975878629848
PD46693,Manual,1,0.9802470138645764
PD46693,Manual,1,0.8548079554615625
PD46693,Manual,1,0.997422197540978
PD46693,Manual,1,0.9918052080235189
PD46693,Manual,1,0.9974909162594873
PD46693,Manual,1,0.9951861637202012
PD46693,Manual,1,0.9797585097218794
PD46693,Manual,1,0.998192752068771
PD46693,Manual,1,0.995501478039205
PD46693,Manual,1,0.9986871732314018
PD46693,Manual,1,0.9872543588671151
PD46693,Manual,1,0.996634586897977
PD46693,Manual,1,0.9913914375421597
PD46693,Manual,1,0.9972050157640915
PD46693,Manual,1,0.9948398834386939
PD46693,Manual,1,0.9963706853816429
PD46693,Manual,1,0.9998834464871721
PD46693,Manual,1,0.9972981081877527
PD46693,Manual,1,0.9901221727581336
PD46693,Manual,1,0.9342764649262569
PD46693,Manual,1,0.9880906540279331
PD46693,Manual,1,0.9964988685436577
PD46693,Manual,1,0.9820770595920677
PD46693,Manual,1,0.997454350813053
PD46693,Manual,1,0.9909784186647445
PD46693,Manual,1,0.9958152013650217
PD46693,Manual,1,0.9867018404235125
PD46693,Manual,1,0.9980493091848599
PD46693,Manual,1,0.989168361947911
PD46693,Manual,1,0.9711326560715227
PD46693,Manual,1,0.8892445002142266
PD46693,Manual,1,0.9089707011358513
PD46693,Manual,1,0.9766057174907904
PD46693,Manual,1,0.9970396570308426
PD46693,Manual,1,0.9966888669223605
PD46693,Manual,1,0.9951371524152981
PD46693,Manual,1,0.9841165202188913
PD46693,Manual,1,0.9952504758871604
PD46693,Manual,1,0.995670088398399
PD46693,Manual,1,0.9954918347388363
PD46693,Manual,1,0.9794549855767372
PD46693,Manual,1,0.9163460817121342
PD46693,Manual,1,0.9849626336719346
PD46693,Manual,1,0.9986678428806111
PD46693,Manual,1,0.981407129031834
PD46693,Manual,1,0.9817883085905399
PD46693,Manual,1,0.9766219755619691
PD46693,Manual,1,0.984458057278198
PD46693,Manual,1,0.9396021580399537
PD46693,Manual,1,0.944734287691661
PD46693,Manual,1,0.8559962115861834
PD46693,Manual,1,0.993071016527264
PD46693,Manual,1,0.9603252369207198
PD46693,Manual,1,0.9912673918239072
PD46693,Manual,1,0.9953351948497641
PD46693,Manual,1,0.9982166142069981
PD46693,Manual,1,0.9750990626376379
PD46693,Manual,1,0.9903825787746492
PD46693,Manual,1,0.9901275029870434
PD46693,Manual,1,0.9899858029606012
PD46693,Manual,1,0.9801076893283771
PD46693,Manual,1,0.9882656795657438
PD46693,Manual,1,0.9992506711754588
PD46693,Manual,1,0.9360139910538526
PD46693,Manual,1,0.9132446512287828
PD46693,Manual,1,0.9947212558061315
PD46693,Manual,1,0.9958926126060105
PD46693,Manual,1,0.9963720831474793
PD46693,Manual,1,0.9972856263878613
PD46693,Manual,1,0.955679083681521
PD46693,Manual,1,0.8477695913762288
PD46693,Manual,1,0.9984315997205995
PD46693,Manual,1,0.9708307343695756
PD46693,Manual,1,0.974756948797554
PD46693,Manual,1,0.9294506968109666
PD46693,Manual,1,0.9719422821945661
PD46693,Manual,1,0.9909112923644249
PD46693,Manual,1,0.9988423657441112
PD46693,Manual,1,0.9615874067622057
PD46693,Manual,1,0.997247422875295
PD46693,Manual,1,0.9911979520678952
PD46693,Manual,1,0.976750595633873
PD46693,Manual,1,0.9881118221158284
PD46693,Manual,1,0.904259932179051
PD46693,Manual,1,0.9850051005532596
PD46693,Manual,1,0.9877895622329188
PD46693,Manual,1,0.9902874077847792
PD46693,Manual,1,0.9773303111154656
PD46693,Manual,1,0.9913155732850634
PD46693,Manual,1,0.9949147239998218
PD46693,Manual,1,0.9690307210431979
PD46693,Manual,1,0.9934853760664948
PD46693,Manual,1,0.9969723563740784
PD46693,Manual,1,0.9887298262620192
PD46693,Manual,1,0.9788066254947626
PD46693,Manual,1,0.9828594016175567
PD46693,Manual,1,0.9979188906063979
PD46693,Manual,1,0.9996498693816209
PD46693,Manual,1,0.9647589927382607
PD46693,Manual,1,0.9444236197071015
PD46693,Manual,1,0.9937665280168687
PD46693,Manual,1,0.9952931908374729
PD46693,Manual,1,0.9750089024949299
PD46693,Manual,1,0.9895515771239186
PD46693,Manual,1,0.9925970224416225
PD46693,Manual,1,0.9952033296799595
PD46693,Manual,1,0.8282417793352775
PD46693,Manual,1,0.9856564449366221
PD46693,Manual,1,0.9690678168380337
PD46693,Manual,1,0.990781190598914
PD46693,Manual,1,0.9938495712379554
PD46693,Manual,1,0.9787356232110375
PD46693,Manual,1,0.9522089512790953
PD46693,Manual,1,0.96601846361046
PD46693,Manual,1,0.9987003440121318
PD46693,Manual,1,0.9991270520579769
PD46693,Manual,1,0.9931797010151999
PD46693,Manual,1,0.9540627046525232
PD46693,Manual,1,0.9672377953946406
PD46693,Manual,1,0.973682924662167
PD46693,Manual,1,0.9852018156066168
PD46693,Manual,1,0.9634095900111684
PD46693,Manual,1,0.9604633760200584
PD46693,Manual,1,0.9920424903836049
PD46693,Manual,1,0.9955383835400565
PD46693,Manual,1,0.9985148673318822
PD46693,Manual,1,0.980123543859652
PD46693,Manual,1,0.9884383057285403
PD46693,Manual,1,0.9958782882027231
PD46693,Manual,1,0.920511551873734
PD46693,Manual,1,0.9720830207839051
PD46693,Manual,1,0.9874685179372382
PD46693,Manual,1,0.9942005272242128
PD46693,Manual,1,0.9963782671536097
PD46693,Manual,1,0.9827505550845914
PD46693,Manual,1,0.9864803981559593
PD46693,Manual,1,0.9883743218445598
PD46693,Manual,1,0.8436528860295137
PD46693,Manual,1,0.9831492134032002
PD46693,Manual,1,0.9842943794714561
PD46693,Manual,1,0.9763707206599368
PD46693,Manual,1,0.9964973751091798
PD46693,Manual,1,0.9957005640719968
PD46693,Manual,1,0.9764691345563925
PD46693,Manual,1,0.9921267942358191
PD46693,Manual,1,0.9763985861165683
PD46693,Manual,1,0.9566244773060766
PD46693,Manual,1,0.9952762975256525
PD46693,Manual,1,0.9003829455884447
PD46693,Manual,1,0.9858137405835786
PD46693,Manual,1,0.9338488357088046
PD46693,Manual,1,0.972985816909135
PD46693,Manual,1,0.9713971000658326
PD46693,Manual,1,0.9952508877431568
PD46693,Manual,1,0.9953524075881497
PD46693,Manual,1,0.9932886717486421
PD46693,Manual,1,0.9935622335943118
PD46693,Manual,1,0.8679496343338122
PD46693,Manual,1,0.9913863264857788
PD46693,Manual,1,0.9994613417916502
PD46693,Manual,1,0.9964103964606237
PD46693,Manual,1,0.9945127633676628
PD46693,Manual,1,0.9968354425705592
PD46693,Manual,1,0.9961503794124402
PD46693,Manual,1,0.9986203917269585
PD46693,Manual,1,0.9944698429923959
PD46693,Manual,1,0.9931412314582837
PD46693,Manual,1,0.9761929362666605
PD46693,Manual,1,0.9462756060254643
PD46693,Manual,1,0.9961297016991527
PD46693,Manual,1,0.9987775099629076
PD46693,Manual,1,0.9968472472821062
PD46693,Manual,1,0.9934568097721088
PD46693,Manual,1,0.9987921012124008
PD46693,Manual,1,0.9440581994510261
PD46693,Manual,1,0.9714894033806156
PD46693,Manual,1,0.9949922463565972
PD46693,Manual,1,0.9446569107035924
PD46693,Manual,1,0.9786299258194845
PD46693,Manual,1,0.9835552895861516
PD46693,Manual,1,0.9891739106663727
PD46693,Manual,1,0.9964643004362276
PD46693,Manual,1,0.9954802391813347
PD46693,Manual,1,0.9880302528563448
PD46693,Manual,1,0.9982989231368025
PD46693,Manual,1,0.9787975225232769
PD46693,Manual,1,0.9957491936454578
PD46693,Manual,1,0.9804737715189685
PD46693,Manual,1,0.9937242747105717
